content,discuss,id,share,support,time
#迪丽热巴慢游塞舌尔# 我才发现这么好看的视频。 L不灭幽灵的微博视频 ??,120,不灭幽灵,215,1265,11月27日 16:54
等判决书出来以后，万一被搬了，关于空瓶，大家评论的时候提重点，迪丽热巴告赢了，娱乐追击令所说的一切均为造谣，可以把内容概括成几句话，不要干巴巴的支持维权就完事了，你姐清者自清，不接受任何诋毁 ??,522,恃美貌行凶,115,4348,11月26日 16:29
#眼睛会说话是什么体验#来看看御木本这个视频，眼睛里有光！LMIKIMOTO御木本的秒拍视频 ??,136,布加迪迪畏,143,1377,11月27日 17:10
杨幂和迪丽热巴这张图也太绝了吧，好想看她两一起演个特工谍战片 ??,709,八组兔区热议,337,4199,11月25日 16:45
迪丽热巴 我爱你而你也爱着我谢谢你啊照耀着平凡的我谢谢你啊把我们放在心里@Dear-迪丽热巴 ??,47,天是红河岸zy,15,219,11月26日 12:09
"#你爱豆的业务能力有多强#｜迪丽热巴迪丽热巴一番电视剧《一千零一夜》各收官数据！       开播二十九天，大结局单集全国网第1！52城收视破1！     微博收官数据：主阅读量36.7亿，阅读人数突破62亿，阅读次数近660亿，全站视频播放量突破14亿，热搜词上榜共98次，平均每日3个热搜！   ??  展开全文c                
                    #你爱豆的业务能力有多强#｜迪丽热巴迪丽热巴一番电视剧《一千零一夜》各收官数据！       开播二十九天，大结局单集全国网第1！52城收视破1！     微博收官数据：主阅读量36.7亿，阅读人数突破62亿，阅读次数近660亿，全站视频播放量突破14亿，热搜词上榜共98次，平均每日3个热搜！     网络上线34日全网播放量突破70亿！    98个微博热搜，29天收视冠军，圆满收官！迪丽热巴业务能力杠杠的！ 收起全文d",384,布加迪迪畏,181,3222,11月26日 15:26
迪丽热巴#2017和2019的对比#一样温柔 一样善良不一样的是眼神里多了一份从容，不一样的是我更喜欢你了 #迪丽热巴代言居理新房# 表白我家代言人@Dear-迪丽热巴 ??,1180,居理新房,382,5811,11月26日 23:16
御木本回应迪丽热巴耳环掉了，金主爸爸就是宠！ ??,341,娱乐扒少,263,6113,11月23日 23:00
迪丽热巴#超长耳坠# 这个真的有我没见过好独特的耳坠迪丽热巴dlrb 真的超级美LNewPic正版官微的秒拍视频 ?? ??????,63,糖一勺盐一口_,50,585,11月27日 21:11
吴宣仪和迪丽热巴同穿黑色西装，谁赢了？ 是她 ??,200,吃瓜鹅每日播报,404,6120,11月24日 10:40
#迪丽热巴宠粉# 诉讼请求里有“迪丽热巴本人以及粉丝…”“迪丽热巴粉丝群体”排在“迪丽热巴本人”前面真的很暖心太好哭了！巴巴值得女皇归来吧！@Dear-迪丽热巴 迪丽热巴 ??,46,芒果全娱乐,17,410,11月26日 17:26
这是一条求助博！有黑衣人盗走了乔妹私藏的各种热巴美图！（太残忍了）跪求各位小可爱们广施援手救救孩子，评论带美图治愈乔妹受伤滴心吧~诚意送上热巴么么哒一枚！#迪丽热巴# 迪丽热巴 ??,593,小乔科技,86,2468,11月28日 08:42
"#迪丽热巴耳环掉了#我认为迪丽热巴是娱乐圈最会穿衣的女星。她的美真是让人目不转睛，美是大家对她一致的认可，长得美的迪丽热巴身材也不错，同时，她的衣品驾驭能力也很好，能够尝试各种风格造型。  其实合作过的都说过迪丽热巴的敬业态度没得黑，他们在与热巴合作的时候毫无例外都被热巴的颜值、 ??  展开全文c                
                    #迪丽热巴耳环掉了#我认为迪丽热巴是娱乐圈最会穿衣的女星。她的美真是让人目不转睛，美是大家对她一致的认可，长得美的迪丽热巴身材也不错，同时，她的衣品驾驭能力也很好，能够尝试各种风格造型。  其实合作过的都说过迪丽热巴的敬业态度没得黑，他们在与热巴合作的时候毫无例外都被热巴的颜值、身材震撼到，基本都认证热巴是又白又美又仙的大美人，而热巴在合作中表现出的敬业态度、性格人品也让人感受到热巴是特别值得粉。 收起全文d",373,不二六叔,199,11678,11月23日 20:40
#剧集分享##漂亮的李慧珍# 迪丽热巴这嫌弃的小眼神，李慧珍的穿衣难题谁来解决一下？ L布加迪迪畏的微博视频 ??,48,布加迪迪畏,254,489,11月29日 17:04
"迪丽热巴 11.23 我们为了你努力占尽空瓶前排 因为想给你最好的排面 11.26 你的诉讼请求里把“迪丽热巴”和“迪丽热巴粉丝群体”放在了一起  我们之间的爱 原来一直有回音 我突然更懂了那天你说的话：“没有什么最后要说的 因为可以一直说”一直以来 还以为是我们在保护你 原来我们早已 ??  展开全文c                
                    迪丽热巴 11.23 我们为了你努力占尽空瓶前排 因为想给你最好的排面 11.26 你的诉讼请求里把“迪丽热巴”和“迪丽热巴粉丝群体”放在了一起  我们之间的爱 原来一直有回音 我突然更懂了那天你说的话：“没有什么最后要说的 因为可以一直说”一直以来 还以为是我们在保护你 原来我们早已默默约好了要做彼此的无脸男谢谢你阿 我的乖小孩@Dear-迪丽热巴 收起全文d",128,周不放,52,695,11月26日 12:06
#女生不化妆的原因是什么#女生不化妆的原因是因为本身素颜就很????，来看看迪丽热巴和古力娜扎两位新疆美女早期的素颜照，对比谁赢了？ 谁赢了？ ??,204,娱透君,20,2711,11月27日 19:53
康康金鸡奖的迪丽热巴和杨幂泪痣妆，??谁？ 嘉行双姝的泪痣妆，????谁？ ??,7,娱乐星扒客,7,1473,11月25日 16:25
#冬季这么穿才出彩#唐嫣、迪丽热巴棉服造型，你更喜欢哪种风格？ 更喜欢哪种风格？ ??,235,娱透君,47,4483,11月26日 22:14
我以后就可以跟别人吹我是被迪丽热巴保护过的女人了 ??,17,迪妹的毛裤,7,390,11月26日 12:49
迪丽热巴 #超级星饭团# 所有单位请注意，这不是演习，重复，这不是演习~仙女降落@Dear-迪丽热巴 来咯团长我把珍藏许久的签名照贡献出来，只要你来超级星饭团分享参与即有机会获得哦。戳地址：O网页链接 ??,56,云智联网络科技北京有限公司,29,357,11月27日 18:08
#MIKIMOTO亚洲代言人迪丽热巴#@Dear-迪丽热巴 一侧，足以惊艳！#迪丽热巴耳环掉了# ??,10630,MIKIMOTO御木本,55000,109756,11月23日 21:19
"#说到公益你想到谁家的粉丝##人民日报谈粉丝文化# 今年仅过8个月，爱丽丝们的公益之路已绽放出热爱之花：热爱希望小学、百万森林迪丽热巴爱心林、关爱重症患儿、帮助唇腭裂儿童、课外图书文具捐赠、思源工程雪球计划、援助空巢老人、救助流浪猫狗、献血…（此微博为不完全统计）是偶像的影响力让我 ??  展开全文c                
                    #说到公益你想到谁家的粉丝##人民日报谈粉丝文化# 今年仅过8个月，爱丽丝们的公益之路已绽放出热爱之花：热爱希望小学、百万森林迪丽热巴爱心林、关爱重症患儿、帮助唇腭裂儿童、课外图书文具捐赠、思源工程雪球计划、援助空巢老人、救助流浪猫狗、献血…（此微博为不完全统计）是偶像的影响力让我们拥有如此大的爱的能量，让我们一起跟着#迪丽热巴益起来# ！ 收起全文d",978,布加迪迪畏,451,11978,11月28日 16:54
"#央视剧好看#【站住！#当年抓迪丽热巴的就是他#】几年前在央视热播的电视剧《阿娜尔罕》中，他饰演跋扈的伊明专员，给@Dear-迪丽热巴 饰演的阿娜尔罕出了不少难题正在央八热播的#电视剧都是一家人#里，他转身又盯上了阿拉木汗.....这位来自新疆的优秀演员，就是尼加提·吐尔逊 ??  展开全文c                
                    #央视剧好看#【站住！#当年抓迪丽热巴的就是他#】几年前在央视热播的电视剧《阿娜尔罕》中，他饰演跋扈的伊明专员，给@Dear-迪丽热巴 饰演的阿娜尔罕出了不少难题正在央八热播的#电视剧都是一家人#里，他转身又盯上了阿拉木汗.....这位来自新疆的优秀演员，就是尼加提·吐尔逊迪丽热巴 LCCTV电视剧的微博视频 收起全文d",222,CCTV电视剧,142,4806,11月26日 14:06
#迪丽热巴黑纱抹胸礼裙# #金鸡奖阵容# 迪丽热巴一袭黑纱抹胸礼裙，即将亮相第28届中国金鸡百花电影节闭幕式红毯～优雅大方，性感迷人@Dear-迪丽热巴 ??,1254,教父娱乐,873,24413,11月23日 15:52
#金鸡奖直播# #迪丽热巴耳环掉了#   有网友发现迪丽热巴在金鸡奖现场掉了一只耳环，可以看到出发前工作室发的图上还有两只，是自己取掉了还是丢了啊，我现在去现场捡还来得及吗 ??,1164,会火,413,17042,11月23日 19:11
#迪丽热巴白色西装# 啊我没了！热巴白色西装加大红唇，御姐风太鲨我了！！！ ??,1482,星娱酱,920,21253,11月21日 13:44
"迪丽热巴 热巴@Dear-迪丽热巴 即将亮相第28届中国金鸡百花电影节闭幕式红毯，一袭黑纱抹胸礼裙，配以飘逸花朵装饰的点缀，优雅迷人，气质满分！礼服：Elie Saab 2020 Resort鞋子：Rene Caovilla SS2020珠宝：MIKIMOTO@MIKIMOTO御木本 妆发：@时尚造型师张进 造型：姜成皓 ??  展开全文c                
                    迪丽热巴 热巴@Dear-迪丽热巴 即将亮相第28届中国金鸡百花电影节闭幕式红毯，一袭黑纱抹胸礼裙，配以飘逸花朵装饰的点缀，优雅迷人，气质满分！礼服：Elie Saab 2020 Resort鞋子：Rene Caovilla SS2020珠宝：MIKIMOTO@MIKIMOTO御木本 妆发：@时尚造型师张进 造型：姜成皓@J·studio 摄影：@摄影师Ray王雷 收起全文d",7819,嘉行迪丽热巴工作室,5484,45656,11月23日 15:32
#迪丽热巴白色西装# 迪丽热巴全新造型，中分长发精致妆容为整体增添明艳感，热巴的多款西服造型都各有特色，每一套都超美～ ??,1095,全球时尚,1182,5975,11月21日 14:20
#女星露背造型大赏#迪丽热巴这个背绝了！白玉肩，无瑕背！迪丽热巴 ??,642,头条时尚资讯,267,5720,11月22日 11:49
迪丽热巴白色西装 迪丽热巴上海国际货币经纪慈善日今日份新鲜的巴巴来了！西装迪好A，红唇好可！期待下午的直播@Dear-迪丽热巴  #迪丽热巴白色西装#星闻揭秘 ??,1438,星闻揭秘,587,11879,11月21日 12:57
迪丽热巴今日饭拍合集，童话中的公主走出来啦耳环掉了一只也完全不影响美貌呀@Dear-迪丽热巴 #迪丽热巴耳环掉了# #能称得上生图杀手的明星# ??,72,星姐星闻,144,1562,11月23日 19:31
迪丽热巴 #迪丽热巴白色西装# ????????@Dear-迪丽热巴 一身白色西装搭配黑色高领内搭，精致干练，御姐风十足！今天是红唇迪总！今天是消防栓的我！ ??,1190,腾讯视频,320,6593,11月21日 13:55
#能称得上生图杀手的明星#这个我就要康康迪丽热巴，生图绝对抗打，优雅气质美少女@Dear-迪丽热巴 ??,338,猫不十,173,3605,11月24日 01:14
#金鸡奖闭幕式# 迪丽热巴入场+后台太迷人了@Dear-迪丽热巴 #迪丽热巴黑纱抹胸礼裙# 星闻揭秘 （视频cr:中国电影报道） L星闻揭秘的微博视频 ??,1303,星闻揭秘,2087,17524,11月23日 17:01
因为金鸡奖，陆地夫妇cp集体过年。组里说都9012年了，还有鹿晗和迪丽热巴的cp粉，是不是证明这对cp真挺能打的 ??,337,吃瓜鹅每日搬,128,6816,11月25日 18:32
迪丽热巴的这套杂志完美演绎毛衣的不同穿法（果然时尚还是靠脸的）#毛衣的100种穿法# #迪丽热巴白凤九# L追星阿喵喵的微博视频 ??,508,追星阿喵喵,437,1083,11月28日 14:10
迪丽热巴和热依扎终于同框了，这俩的鼻梁真是如出一辙，从未觉得迪力热巴如此美艳过 ??,525,叫我老伯,198,6031,11月24日 22:34
迪丽热巴告娱乐追击令赢了，置顶道歉60天，赔偿三点五万，明天蔡徐坤告娱乐追击令开庭 ??,153,八组爆料区,238,1961,11月26日 13:46
#迪丽热巴白凤九##迪丽热巴周放# 愿你的每一次旅途都平安顺畅，偶尔一抬头，还能遇上温柔目光。@Dear-迪丽热巴 晚安来源dy L守护热巴的骑士的微博视频 ??,24,守护热巴的骑士,13,259,11月27日 23:39
同样获得“影后”，咏梅和迪丽热巴的反应，就是演员和明星的差距 ??,457,叫我老伯,195,4387,11月25日 21:35
有人总结了90花排位，实绩演技周冬雨，流量迪丽热巴，国民度郑爽，你认可谁的定位？ 你认可谁的定位？ ??,537,深扒君,507,5685,11月24日 13:42
金鸡奖的迪丽热巴和杨幂泪痣妆，谁更????？ 谁更??????？ ??,34,八卦影视聚焦,245,3763,11月25日 16:42
#眼睛会说话是什么体验# 迪丽热巴 dlrb眼睛永远明亮清澈，我要住进去了@Dear-迪丽热巴 #迪丽热巴代言娇韵诗# ??,82,a帥比姚,30,1005,11月27日 19:07
#迪丽热巴白色西装# ????????来看看今天的热巴白色西装的生图如何 ??,310,娱乐第一爆料,168,2276,11月21日 15:50
"#MIKIMOTO亚洲代言人迪丽热巴# @Dear-迪丽热巴 盛装出席第28届中国#金鸡百花电影节#闭幕式红毯，身着一袭黑纱抹胸礼裙，展现玲珑有致的身姿，佩戴上MIKIMOTO A World of Creativity SPLASH项链和耳环光彩照人。如同水花飞溅时迸发的强大力量，迪丽热巴在演艺道路上坚持初心，砥砺前行。 ??  展开全文c                
                    #MIKIMOTO亚洲代言人迪丽热巴# @Dear-迪丽热巴 盛装出席第28届中国#金鸡百花电影节#闭幕式红毯，身着一袭黑纱抹胸礼裙，展现玲珑有致的身姿，佩戴上MIKIMOTO A World of Creativity SPLASH项链和耳环光彩照人。如同水花飞溅时迸发的强大力量，迪丽热巴在演艺道路上坚持初心，砥砺前行。#MIKIMOTO珍珠星缘# 收起全文d",10224,MIKIMOTO御木本,37272,46689,11月23日 18:10
迪丽热巴金鸡百花电影节闭幕式今晚红毯造型，身着Elie Saab 2020早春系列花朵抹胸礼裙，如花般娇艳，轻盈而优美。#迪丽热巴黑纱抹胸礼裙# #迪丽热巴耳环掉了# ??,170,idollook,77,3153,11月23日 15:58
#迪丽热巴耳环掉了##金鸡奖直播# 捕捉到候场的迪丽热巴！一身黑色礼服+波浪卷发太好看了！#金鸡奖红毯# @Dear-迪丽热巴 L圈内教父的微博视频 ??,220,圈内教父,281,2801,11月23日 18:07
#超长耳坠#迪丽热巴 这身造型真是酷盖标配了 ??,123,Mirrocal,34,1097,11月27日 21:01
迪丽热巴维权结果出炉，迪丽热巴胜诉，娱乐追击令被判赔偿3.5万元以及迪丽热巴维权费用3000元，十日内道歉，并置顶道歉声明60天。 ??????这个结果也是大快人心了吧，这种毒瘤就不适合存在 ??,478,娱乐星社长,446,2736,11月26日 13:10
【迪丽热巴粉丝没有和杨幂粉丝撕】????时间线搞清楚????杨幂粉丝从11.24起就拉踩众多女明星借此吹嘘自家，基本上金鸡当晚的女明星都被内涵了个遍。粉丝吹捧杨幂可以理解，但是这种拉踩式吹逼真的很恶心人。吹完以后还骂人，骂完以后又当又立贼喊捉贼就更恶心人了。 ??,37,被汪咬过的狐狸,34,685,11月26日 17:07
迪丽热巴打招呼喽 L迪TIAmo的微博视频 ??,31,迪TIAmo,29,505,11月25日 09:09
论90??实绩，你们觉得杨紫和迪丽热巴谁的咖位更大？ 咖位更大的是 ??,183,八组天真妹,126,4452,11月26日 19:46
入坑就别走了迪丽热巴值得你爱一辈子 ??,67,明星气质,22,651,11月26日 13:00
迪丽热巴 ??????~ ??,34,Instagram少女集,17,790,11月24日 23:55
迪丽热巴巴粉你们真的对不起这个热搜封面，点进去都看不到自家 ??,55,布加迪迪畏,6,449,11月25日 21:42
迪丽热巴绿洲中二少女的日常有些人表面上白色西装酷劲十足，其实背地里就是一个中二可爱少女 @Dear-迪丽热巴 ??,331,饭圈安利娘,202,3105,11月22日 10:17
#迪丽热巴耳环掉了#热巴耳环掉了一只，快找回来，今晚是谁捡到了公主的耳环@Dear-迪丽热巴 ??,412,扒婆说,212,1928,11月23日 20:00
迪丽热巴 快来接收白色西装的酷迪迪@Dear-迪丽热巴 美照！我们小姐姐A爆了！期待2019上海国际货币经纪慈善日活动现场！ ??,1900,嘉行迪丽热巴工作室,2206,21950,11月21日 13:52
#迪丽热巴耳环掉了一只##迪丽热巴耳环掉了#不一定是掉了可能是临时取下来了，既然热搜了来感受一下迪丽热巴的颜吧@Dear-迪丽热巴 ??,4196,喜欢傲娇迪,2639,56842,11月23日 19:24
#迪丽热巴黑纱抹胸礼裙# 迪丽热巴金鸡百花电影节闭幕式红毯造型，黑纱抹胸礼裙太惊艳了，优雅迷人，气质满分@Dear-迪丽热巴 芒果娱乐 ??,1087,芒果娱乐,482,15058,11月23日 16:13
迪丽热巴 热巴@Dear-迪丽热巴 受邀参加2019上海国际货币经纪慈善日活动，作为“明星经纪人”在专业货币经纪团队的指导下，现场成功体验了撮合多笔交易的过程。干练又认真的酷迪迪今天超级赞！ ??,2869,嘉行迪丽热巴工作室,2036,28682,11月21日 16:35
迪丽热巴 热巴@Dear-迪丽热巴 出席第28届中国金鸡百花电影节闭幕式红毯图来啦！一起关注#第32届中国电影金鸡奖颁奖典礼#，支持中国电影盛会，为中国电影加油！ ??,1845,嘉行迪丽热巴工作室,1185,32395,11月23日 20:38
#迪丽热巴耳环掉了#眼尖的网友发现，迪丽热巴的耳环少了一只，掉在红毯上了吗#金鸡奖直播# ??,164,新浪电影,54,2279,11月23日 20:14
#迪丽热巴黑纱抹胸礼裙# 迪丽热巴今晚出席金鸡奖闭幕式造型，黑色拼接抹胸长裙，珍珠项链作为点缀，热巴的红毯造型实力一直很稳。  ??,840,全球时尚,1287,3592,11月23日 16:42
#迪丽热巴黑纱抹胸礼裙# 迪丽热巴身穿黑纱抹胸礼裙即将亮相第28届中国金鸡百花电影节闭幕式红毯！热巴到底是什么仙女！太好看了！白到发光啊啊啊啊啊 ??,483,星娱酱,226,4050,11月23日 16:15
#迪丽热巴耳环掉了# 今日份的小迷糊迪丽热巴！走红毯钱还是一对儿耳环，走完红毯后剩一只了听说这对儿耳环还不便宜呢！半套房没了！快去找啊热巴！！！ ??,267,星娱酱,123,2743,11月23日 19:32
迪丽热巴献花 迪丽热巴#金鸡奖颁奖典礼# 青年演员@Dear-迪丽热巴 为老艺术家献花星闻揭秘 L星闻揭秘的微博视频 ??,242,星闻揭秘,206,6039,11月23日 22:38
#迪丽热巴黑纱抹胸礼裙#  迪丽热巴身穿黑纱抹胸礼裙即将亮相第28届中国金鸡百花电影节闭幕式红毯，气质卓越，状态良好，这个裙子和热巴太配了，一个字：绝第一娱闻联播 ??,275,第一娱闻联播,212,2658,11月23日 16:19
#说到演技第一个想到的明星# 迪丽热巴 dlrb  枕上书就是被热巴演的高雯和凤九圈粉的超级棒！相信巴姐在以后会继续努力成为一个更棒的演员期待我的小凤九~@Dear-迪丽热巴 #迪丽热巴swisse品牌代言人# ??,169,a帥比姚,75,1371,11月22日 09:30
迪丽热巴台上的她，笑容灿烂，谦卑有礼 ??,242,周放-放姐,155,1430,11月24日 18:26
来看看杨幂和迪丽热巴的同框动图，两个大美女带着气场和美貌走来，网友说嘉行还是好好养花吧 ??,357,圈内扒爷,239,2657,11月25日 10:35
"迪丽热巴@Dear-迪丽热巴 原来当初发生的桩桩件件，她没有一个不知道的，我还心存侥幸地以为豆瓣之类的平台，或许看不见呢——结果满盆脏水，居然一滴不落。她走出来，拍拍我们拼命捂住她眼睛的手背，沉默又倔强地挡到前面。我们不停叫嚷着要保护她、要捍卫她、要为她分担苦痛，她没有说一句 ??  展开全文c                
                    迪丽热巴@Dear-迪丽热巴 原来当初发生的桩桩件件，她没有一个不知道的，我还心存侥幸地以为豆瓣之类的平台，或许看不见呢——结果满盆脏水，居然一滴不落。她走出来，拍拍我们拼命捂住她眼睛的手背，沉默又倔强地挡到前面。我们不停叫嚷着要保护她、要捍卫她、要为她分担苦痛，她没有说一句话，却全部都做到了。我们被时间分散的关注，被热点转移的精力，她从来没有忘记，还把我们的名誉放在自己的前位了。她说，希望不负我们的喜欢，希望很多年后我们依然记得她，那时候的她，心里在想什么呢？她分明知道吧，这份群体的爱有多短暂。她说，希望做彼此的追光者。萤火可以和日月争辉吗？她已然光芒万丈，还要把我们放在心上。我们总沉浸于为她付出了许多不论她是否知道的自我感动中，而事实上，她未宣之于口的努力与行动，直到最后露出端倪为止，只有我们不知道。她的热爱，隐秘而浩大，静默而澎湃 收起全文d",65,殊漠轻轻,24,375,11月26日 13:57
迪丽热巴维权结果出来了，迪丽热巴胜诉，追击令赔偿3.5万元以及迪丽热巴维权费用3000元，十日内道歉，并置顶道歉声明60天。 ??,587,吃瓜鹅每日搬,325,11517,11月26日 12:49
#迪丽热巴耳环掉了# 意外暴露惹火身材，而#秦岚 身材#也是美爆了。就身材而言，迪丽热巴和秦岚谁更????？ 就身材而言，迪丽热巴和秦岚谁更可？ ??,126,八组兔区一姐,112,5088,11月23日 21:29
迪丽热巴#mikimoto亚洲代言人迪丽热巴##迪丽热巴代言娇韵诗# 巴粉可以不要发那种因为热巴喜欢上×××或者因为热巴怎么怎么的，你要是爬墙或者多担就鸟悄的得了呗，非得发个微博昭告天下搞的人尽皆知是欠抽吗？迪丽热巴是你下一爱豆的踏脚石吗？ ??,197,雪碧是只cat喵,23,1134,11月28日 10:24
#迪丽热巴黑纱抹胸礼裙##金鸡奖阵容# 感谢盛邀金鸡百花电影节闭幕式红毯！青年演员迪丽热巴， 一袭黑色抹胸礼裙，优雅动人，祝愿中国电影事业越来越好@Dear-迪丽热巴 ??,285,喜欢傲娇迪,126,2543,11月23日 16:29
#迪丽热巴白色西装# 穿西装太A了我们妞 ??,121,不灭幽灵,62,1081,11月21日 13:49
迪丽热巴#金鸡奖红毯# 红毯迪太美了@Dear-迪丽热巴 #金鸡奖直播# （视频cr：漏头眉） L星闻揭秘的微博视频 ??,1045,星闻揭秘,1157,10955,11月23日 18:26
看似稳得一比，实则慌中带急，#迪丽热巴耳环掉了# ，耳环品牌是mikimoto，价值十多万！ ??,484,吃瓜群众CJ,333,8468,11月23日 19:23
迪丽热巴给粉丝寄了自己旅行途中的明信片，太宠粉了吧 ??,171,偶像日报,328,1123,11月26日 17:37
【上海95后“煎饼西施”火了！颜值高手艺好，未来的愿望让人惊讶... 】长得像迪丽热巴，还有点“撞脸”杨幂，这位在上海摆煎饼摊的姑娘在网上火了，被网友们称为“煎饼西施”，1997年生的她有着娴熟的手艺，只要吃过她的饼就能明白：伐错！还真是有一套！via@青年报 L青年报的微博视频 ??,86,浦东发布,38,339,11月27日 21:18
迪丽热巴告娱乐追击令宣判了，置顶道歉60天，赔偿三万五，明天还有一场蔡徐坤告娱乐追击令 ??,253,八组日报社,69,6211,11月26日 11:59
#剧集分享##漂亮的李慧珍#迪丽热巴请问像我这种20多岁的小孩要选择哪一种？ L布加迪迪畏的微博视频 ??,23,布加迪迪畏,7,254,11月29日 09:52
迪丽热巴#迪丽热巴mikimoto亚洲代言人#  早安，宝贝。 坐标 ：日本 大阪。 ??????@Dear-迪丽热巴  御木本爸爸好宠哦 ??,250,赫小叶呀,61,1241,11月27日 09:05
杨幂和迪丽热巴同框走过来的动图，好美啊 ??,132,八组每日速报,122,1233,11月25日 23:11
#超长耳坠#女明星最偏爱的，就是超长耳饰，在很大程度上改变一个人的气质，迪丽热巴和杨紫，谁的表现力更佳 迪丽热巴和杨紫，谁的表现力更佳[挤眼] ??,128,圈太妹,123,3576,11月27日 22:16
迪丽热巴，刘诗诗证件照与精修图对比，谁两张照片都??？ 迪丽热巴刘诗诗谁最可？ ??,19,兔区那些事儿,35,1505,11月25日 17:55
迪丽热巴我就纳闷了，到底是谁家看上了热巴的粉丝啊，总想把粉丝挖过去，天天营销号说热巴不配粉丝喜欢，拜托粉丝都是死忠好吗，大多都从金鹰过来的，是你能挖走的 ??,779,y紫黛,62,7996,11月25日 08:33
#迪丽热巴耳环掉了一只##迪丽热巴耳环掉了# 还记得这个视频吗？寻找丢失的耳环，缘分就是这么妙不可言L明星爱街拍的秒拍视频 ??????,166,布加迪迪畏,166,1518,11月23日 19:35
#迪丽热巴耳环掉了一只# 听说一只耳环价值北京内环半套房，不过还是很美的！#迪丽热巴黑纱抹胸礼裙# ??,487,娱乐扒叔,201,3632,11月23日 19:25
#新晋红线仙迪丽热巴##迪丽热巴白凤九# 错过直播错过冷巴跳舞，终于看到惹！????！ L迪妹的毛裤的微博视频 ??,215,迪妹的毛裤,237,1373,11月22日 23:31
热巴参加2019上海国际货币经纪慈善日活动，白色西装精致干练，眸光温柔坚定，慈善是她一直以来的坚持，和@Dear-迪丽热巴 一起助力慈善，感受温柔期待姐姐待播作品电视剧《三生三世枕上书》和电影《日月》[米奇比心][米奇比心]#迪丽热巴白凤九##迪丽热巴白色西装# ??,101,Dear迪丽热巴打投组,54,932,11月21日 15:05
迪丽热巴清唱《上学歌》小奶音超可爱@Dear-迪丽热巴 #迪丽热巴白色西装# 星闻揭秘 （视频cr：被汪咬过的狐狸）L星闻揭秘的秒拍视频 ??,679,星闻揭秘,694,6923,11月21日 14:37
#迪丽热巴耳环掉了#迪丽热巴的耳环少了一只，这是巧妙的设计呢，还是掉在红毯上了？#金鸡奖直播# ???????? #金鸡奖颁奖典礼# ??,353,中国电影报道,71,6139,11月23日 20:27
我不许首页没看过这个视频！！！L娱闻少女的微博视频#迪丽热巴耳环掉了一只# #迪丽热巴耳环掉了# ??,656,恃美貌行凶,958,5480,11月23日 18:48
#VogueMe星球# 今日，@Dear-迪丽热巴 出席上海活动，以中性十足的白色西装搭配高领毛衣一改往日风格，搭配Damiani系列珠宝作点缀，为整体硬朗装束带来点睛一笔，气场全开，飒气难挡#迪丽热巴白色西装# ??,433,VogueMe,164,4048,11月21日 15:51
#迪丽热巴白色西装# 今日，迪丽热巴 亮相2019上海国际货币经纪慈善日活动，一身白色西装搭配黑色高领内搭，攻气十足。期待和“明星经纪人”@Dear-迪丽热巴 一起“争分夺秒”为慈善事业募集善款，关注公益事业，全力为爱！#迪丽热巴益起来# ??,548,Dear迪丽热巴后援会,718,7120,11月21日 14:52
#迪丽热巴西装##迪丽热巴白色西装# 明星经纪人@Dear-迪丽热巴 即将亮相2019上海国际货币经纪慈善日活动，争分夺秒 支持国际货币，助力慈善 和热巴益起来 ，希望大家多多关注热巴待播电视剧《三生三世枕上书》电影《日月》 ??,1365,明星气质,690,13582,11月21日 13:09
#金鸡奖直播# 迪丽热巴红毯造型曝光，黑纱抹胸礼裙+珍珠首饰。#迪丽热巴黑纱抹胸礼裙# ??,339,新浪电影,132,6835,11月23日 16:48
#迪丽热巴耳环掉了# 掉了不要紧，依然是美美哒，来欣赏一下今天的生图，绝美！ ??,1374,布加迪迪畏,875,12630,11月23日 19:15
"#迪丽热巴耳环掉了##迪丽热巴耳环掉了一只# 明星经纪人@Dear-迪丽热巴 前天亮相2019上海国际货币经纪慈善日活动，争分夺秒 支持国际货币，助力慈善 ； 探访西藏羌塘及色林错国家级自然保护区。在藏北高原，热巴和在海拔4800米爬山维护监测雪豹的红外相机，与当地野生动物保护员和牧民群众开心交流. ??  展开全文c                
                    #迪丽热巴耳环掉了##迪丽热巴耳环掉了一只# 明星经纪人@Dear-迪丽热巴 前天亮相2019上海国际货币经纪慈善日活动，争分夺秒 支持国际货币，助力慈善 ； 探访西藏羌塘及色林错国家级自然保护区。在藏北高原，热巴和在海拔4800米爬山维护监测雪豹的红外相机，与当地野生动物保护员和牧民群众开心交流...和热巴一起关注野生动物[米奇比心] 待播电视剧《三生三世枕上书》电影《日月》 ?????? 收起全文d",109,明星气质,77,2110,11月23日 19:38
#迪丽热巴#迪丽热巴#金鸡百花电影节# 红毯进行时，超级美的小姐姐不发个九宫格是不是不合适了 2厦门·会展中心 ??,1431,中国文艺网,1692,8838,11月23日 18:30
迪丽热巴绿洲=中二少女的朋友圈优雅知性迪女士该发自拍了@Dear-迪丽热巴 迪丽热巴星闻揭秘 ??,395,星闻揭秘,175,3885,11月22日 09:33
迪丽热巴#金鸡奖红毯#后台准备上台的仙女，啊啊啊，近镜头@Dear-迪丽热巴 #金鸡奖直播# #迪丽热巴耳环掉了#L星闻揭秘的微博视频 ??,980,星闻揭秘,1545,9953,11月23日 18:39
